[2021-10-23 17:14:09] [INFO ]  
[2021-10-23 17:14:09] [INFO ] FINCH               + [!] Java Finch Syntactic Engine
[2021-10-23 17:14:09] [INFO ] FINCH               |  + Java-type analysis activated
[2021-10-23 17:14:18] [INFO ] ANALYZER            |  |  + 0 alarm(s) generated
[2021-10-23 17:14:18] [INFO ] ANALYZER            |  |  + Elapsed time: 0.07 s (71 ms)
[2021-10-23 17:14:18] [INFO ] ANALYZER            |  + [    13/    29] Analyze D:\fasoo\sparrow_server_4.6_r610_windows\data\temp\etc\379\796\source_files\KKF_NEW_P3300\module\CheckComeout.java
[2021-10-23 17:14:18] [INFO ] ANALYZER            |  |  + 2 alarm(s) generated
[2021-10-23 17:14:18] [INFO ] ANALYZER            |  |  + Elapsed time: 0.16 s (162 ms)
[2021-10-23 17:14:18] [INFO ] ANALYZER            |  + [    14/    29] Analyze D:\fasoo\sparrow_server_4.6_r610_windows\data\temp\etc\379\796\source_files\KKF_NEW_P3300\util\HashBuffer.java
[2021-10-23 17:14:19] [INFO ] ANALYZER            |  |  + 0 alarm(s) generated
[2021-10-23 17:14:19] [INFO ] ANALYZER            |  |  + Elapsed time: 0.10 s (96 ms)
[2021-10-23 17:14:19] [INFO ] ANALYZER            |  + [    15/    29] Analyze D:\fasoo\sparrow_server_4.6_r610_windows\data\temp\etc\379\796\source_files\KKF_NEW_P3300\util\FloatCompute.java
[2021-10-23 17:14:19] [INFO ] ANALYZER            |  |  + 0 alarm(s) generated
[2021-10-23 17:14:19] [INFO ] ANALYZER            |  |  + Elapsed time: 0.06 s (55 ms)
[2021-10-23 17:14:19] [INFO ] ANALYZER            |  + [    16/    29] Analyze D:\fasoo\sparrow_server_4.6_r610_windows\data\temp\etc\379\796\source_files\KKF_NEW_P3300\module\BufferUpdate.java
[2021-10-23 17:14:19] [INFO ] ANALYZER            |  |  + 1 alarm(s) generated
[2021-10-23 17:14:19] [INFO ] ANALYZER            |  |  + Elapsed time: 0.07 s (73 ms)
[2021-10-23 17:14:19] [INFO ] ANALYZER            |  + [    17/    29] Analyze D:\fasoo\sparrow_server_4.6_r610_windows\data\temp\etc\379\796\source_files\KKF_NEW_P3300\p3300\P3300Listner.java
[2021-10-23 17:14:19] [DEBUG]  
[2021-10-23 17:14:19] [DEBUG] CLASSHIERARCHY      + Read another storage: server.ServerListner
[2021-10-23 17:14:19] [DEBUG] CLASSHIERARCHY      + Refinement start ===>>>
[2021-10-23 17:14:19] [DEBUG] CLASSHIERARCHY      + <<<=== end of refinement
[2021-10-23 17:14:19] [INFO ] ANALYZER            |  |  + 0 alarm(s) generated
[2021-10-23 17:14:19] [INFO ] ANALYZER            |  |  + Elapsed time: 0.03 s (32 ms)
[2021-10-23 17:14:19] [INFO ] ANALYZER            |  + [    18/    29] Analyze D:\fasoo\sparrow_server_4.6_r610_windows\data\temp\etc\379\796\source_files\KKF_NEW_P3300\FileUtil.java
[2021-10-23 17:14:19] [WARN ] ANALYZER            |  |  + Cannot read the class hierarchy storage: skip this
[2021-10-23 17:14:19] [INFO ] ANALYZER            |  + [    19/    29] Analyze D:\fasoo\sparrow_server_4.6_r610_windows\data\temp\etc\379\796\source_files\KKF_NEW_P3300\module\CheckRecalc.java
[2021-10-23 17:14:19] [INFO ] ANALYZER            |  |  + 0 alarm(s) generated
[2021-10-23 17:14:19] [INFO ] ANALYZER            |  |  + Elapsed time: 0.02 s (18 ms)
[2021-10-23 17:14:19] [INFO ] ANALYZER            |  + [    20/    29] Analyze D:\fasoo\sparrow_server_4.6_r610_windows\data\temp\etc\379\796\source_files\KKF_NEW_P3300\run_object\RunSql.java
[2021-10-23 17:14:19] [INFO ] ANALYZER            |  |  + 1 alarm(s) generated
[2021-10-23 17:14:19] [INFO ] ANALYZER            |  |  + Elapsed time: 0.03 s (31 ms)
[2021-10-23 17:14:19] [INFO ] ANALYZER            |  + [    21/    29] Analyze D:\fasoo\sparrow_server_4.6_r610_windows\data\temp\etc\379\796\source_files\KKF_NEW_P3300\kokofarm\FarmInfo.java
[2021-10-23 17:14:19] [INFO ] ANALYZER            |  |  + 2 alarm(s) generated
[2021-10-23 17:14:19] [INFO ] ANALYZER            |  |  + Elapsed time: 0.23 s (225 ms)
[2021-10-23 17:14:19] [INFO ] ANALYZER            |  + [    22/    29] Analyze D:\fasoo\sparrow_server_4.6_r610_windows\data\temp\etc\379\796\source_files\KKF_NEW_P3300\p3300\P3300Worker.java
[2021-10-23 17:14:19] [DEBUG]  
[2021-10-23 17:14:19] [DEBUG] CLASSHIERARCHY      + Read another storage: server.ServerWorker
[2021-10-23 17:14:19] [DEBUG] CLASSHIERARCHY      + Refinement start ===>>>
[2021-10-23 17:14:19] [DEBUG] CLASSHIERARCHY      + <<<=== end of refinement
[2021-10-23 17:14:20] [INFO ] ANALYZER            |  |  + 10 alarm(s) generated
[2021-10-23 17:14:20] [INFO ] ANALYZER            |  |  + Elapsed time: 0.93 s (930 ms)
[2021-10-23 17:14:20] [INFO ] ANALYZER            |  + [    23/    29] Analyze D:\fasoo\sparrow_server_4.6_r610_windows\data\temp\etc\379\796\source_files\KKF_NEW_P3300\module\CallAvgWeight.java
[2021-10-23 17:14:20] [DEBUG]  
[2021-10-23 17:14:20] [DEBUG] CLASSHIERARCHY      + Read another storage: module.AvgCalcBridge
[2021-10-23 17:14:20] [DEBUG] CLASSHIERARCHY      + Refinement start ===>>>
[2021-10-23 17:14:20] [DEBUG] CLASSHIERARCHY      + <<<=== end of refinement
[2021-10-23 17:14:20] [INFO ] ANALYZER            |  |  + 3 alarm(s) generated
[2021-10-23 17:14:20] [INFO ] ANALYZER            |  |  + Elapsed time: 0.36 s (362 ms)
[2021-10-23 17:14:20] [INFO ] ANALYZER            |  + [    24/    29] Analyze D:\fasoo\sparrow_server_4.6_r610_windows\data\temp\etc\379\796\source_files\KKF_NEW_P3300\util\MongoConn.java
[2021-10-23 17:14:21] [INFO ] ANALYZER            |  |  + 5 alarm(s) generated
[2021-10-23 17:14:21] [INFO ] ANALYZER            |  |  + Elapsed time: 0.35 s (350 ms)
[2021-10-23 17:14:21] [INFO ] ANALYZER            |  + [    25/    29] Analyze D:\fasoo\sparrow_server_4.6_r610_windows\data\temp\etc\379\796\source_files\KKF_NEW_P3300\module\SensorHistoryUpdate.java
[2021-10-23 17:14:21] [INFO ] ANALYZER            |  |  + 0 alarm(s) generated
[2021-10-23 17:14:21] [INFO ] ANALYZER            |  |  + Elapsed time: 0.12 s (115 ms)
[2021-10-23 17:14:21] [INFO ] ANALYZER            |  + [    26/    29] Analyze D:\fasoo\sparrow_server_4.6_r610_windows\data\temp\etc\379\796\source_files\KKF_NEW_P3300\server\ServerListner.java
[2021-10-23 17:14:21] [INFO ] ANALYZER            |  |  + 4 alarm(s) generated
[2021-10-23 17:14:21] [INFO ] ANALYZER            |  |  + Elapsed time: 0.02 s (24 ms)
[2021-10-23 17:14:21] [INFO ] ANALYZER            |  + [    27/    29] Analyze D:\fasoo\sparrow_server_4.6_r610_windows\data\temp\etc\379\796\source_files\KKF_NEW_P3300\server\ServerWorker.java
[2021-10-23 17:14:21] [INFO ] ANALYZER            |  |  + 7 alarm(s) generated
[2021-10-23 17:14:21] [INFO ] ANALYZER            |  |  + Elapsed time: 0.13 s (130 ms)
[2021-10-23 17:14:21] [INFO ] ANALYZER            |  + [    28/    29] Analyze D:\fasoo\sparrow_server_4.6_r610_windows\data\temp\etc\379\796\source_files\KKF_NEW_P3300\p3300\P3300Main.java
[2021-10-23 17:14:21] [INFO ] ANALYZER            |  |  + 0 alarm(s) generated
[2021-10-23 17:14:21] [INFO ] ANALYZER            |  |  + Elapsed time: 0.03 s (25 ms)
[2021-10-23 17:14:21] [INFO ] ANALYZER            |  + [    29/    29] Analyze D:\fasoo\sparrow_server_4.6_r610_windows\data\temp\etc\379\796\source_files\KKF_NEW_P3300\kokofarm\Device.java
[2021-10-23 17:14:21] [INFO ] ANALYZER            |  |  + 0 alarm(s) generated
[2021-10-23 17:14:21] [INFO ] ANALYZER            |  |  + Elapsed time: 0.01 s (8 ms)
[2021-10-23 17:14:21] [INFO ] ANALYZER            |  + Total 29 file(s) has(have) been analyzed.
[2021-10-23 17:14:21] [INFO ] ANALYZER            + [A] <<<=== End of the analysis
[2021-10-23 17:14:21] [INFO ]  
[2021-10-23 17:14:21] [INFO ] ANALYZER            + [R] Generated alarm information ===>>>
[2021-10-23 17:14:21] [INFO ] ANALYZER            |  +                                              BAD_EXCEPTIONAL_CONDITION:        45
[2021-10-23 17:14:21] [INFO ] ANALYZER            |  +                                              USE_STRICTFP_FOR_DIVISION:         1
[2021-10-23 17:14:21] [INFO ] ANALYZER            |  +                             PUBLIC_FIELD_SHOULD_BE_USED_WITHOUT_METHOD:         2
[2021-10-23 17:14:21] [INFO ] ANALYZER            |  +                                                    AVOID_USING_JAVA_IO:         8
[2021-10-23 17:14:21] [INFO ] ANALYZER            |  +                                       DO_NOT_USE_SHIFT_ON_SIGNED_VALUE:         1
[2021-10-23 17:14:21] [INFO ] ANALYZER            |  + Total number of alarms: 57
[2021-10-23 17:14:21] [INFO ] ANALYZER            + [R] <<<=== End of generated alamrs
[2021-10-23 17:14:21] [INFO ]  
